key,figure,case_label,title,subtitle,color,t_over_T,Y_over_d,theta_over_pi
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.266667,0.067150,0.542288
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.272222,0.065881,0.555121
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.277778,0.064473,0.568405
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.283333,0.062941,0.582302
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.288889,0.061298,0.596719
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.294444,0.059557,0.611562
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.300000,0.057730,0.626737
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.305556,0.055831,0.642151
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.311111,0.053874,0.657710
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.316667,0.051872,0.673320
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.322222,0.049837,0.688889
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.327778,0.047783,0.704321
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.333333,0.045724,0.719524
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.338889,0.043672,0.734405
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.344444,0.041640,0.748868
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.350000,0.039642,0.762822
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.355556,0.037691,0.776172
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.361111,0.035801,0.788824
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.366667,0.033983,0.800685
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.372222,0.032252,0.811662
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.377778,0.030622,0.821661
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.383333,0.029086,0.830587
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.388889,0.027584,0.838348
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.394444,0.026104,0.844851
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.400000,0.024646,0.850000
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.405556,0.023208,0.854408
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.411111,0.021787,0.858734
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.416667,0.020383,0.862958
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.422222,0.018992,0.867058
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.427778,0.017615,0.871015
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.433333,0.016247,0.874808
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.438889,0.014889,0.878416
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.444444,0.013537,0.881818
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.450000,0.012190,0.884994
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.455556,0.010847,0.887924
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.461111,0.009505,0.890586
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.466667,0.008163,0.892960
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.472222,0.006819,0.895025
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.477778,0.005470,0.896761
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.483333,0.004116,0.898147
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.488889,0.002754,0.899163
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.494444,0.001383,0.899787
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.500000,0.000000,0.900000
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.505556,-0.001383,0.899787
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.511111,-0.002754,0.899163
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.516667,-0.004116,0.898147
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.522222,-0.005470,0.896761
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.527778,-0.006819,0.895025
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.533333,-0.008163,0.892960
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.538889,-0.009505,0.890586
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.544444,-0.010847,0.887924
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.550000,-0.012190,0.884994
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.555556,-0.013537,0.881818
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.561111,-0.014889,0.878416
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.566667,-0.016247,0.874808
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.572222,-0.017615,0.871015
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.577778,-0.018992,0.867058
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.583333,-0.020383,0.862958
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.588889,-0.021787,0.858734
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.594444,-0.023208,0.854408
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.600000,-0.024646,0.850000
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.605556,-0.026104,0.844851
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.611111,-0.027584,0.838348
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.616667,-0.029086,0.830587
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.622222,-0.030622,0.821661
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.627778,-0.032252,0.811662
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.633333,-0.033983,0.800685
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.638889,-0.035801,0.788824
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.644444,-0.037691,0.776172
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.650000,-0.039642,0.762822
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.655556,-0.041640,0.748868
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.661111,-0.043672,0.734405
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.666667,-0.045724,0.719524
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.672222,-0.047783,0.704321
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.677778,-0.049837,0.688889
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.683333,-0.051872,0.673320
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.688889,-0.053874,0.657710
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.694444,-0.055831,0.642151
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.700000,-0.057730,0.626737
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.705556,-0.059557,0.611562
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.711111,-0.061298,0.596719
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.716667,-0.062941,0.582302
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.722222,-0.064473,0.568405
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.727778,-0.065881,0.555121
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.733333,-0.067150,0.542288
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.738889,-0.068269,0.528952
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.744444,-0.069223,0.515094
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.750000,-0.070000,0.500811
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.755556,-0.070680,0.486197
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.761111,-0.071350,0.471350
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.766667,-0.072010,0.456363
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.772222,-0.072657,0.441334
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.777778,-0.073288,0.426357
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.783333,-0.073904,0.411528
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.788889,-0.074500,0.396944
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.794444,-0.075076,0.382700
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.800000,-0.075630,0.368891
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.805556,-0.076160,0.355613
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.811111,-0.076664,0.342963
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.816667,-0.077140,0.331034
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.822222,-0.077586,0.319925
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.827778,-0.078000,0.309729
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.833333,-0.078381,0.300543
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.838889,-0.078726,0.292462
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.844444,-0.079035,0.285583
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.850000,-0.079304,0.280000
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.855556,-0.079532,0.275133
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.861111,-0.079717,0.270342
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.866667,-0.079857,0.265636
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.872222,-0.079951,0.261023
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.877778,-0.079996,0.256512
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.883333,-0.079910,0.252110
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.888889,-0.079372,0.247827
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.894444,-0.078367,0.243671
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.900000,-0.076917,0.239650
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.905556,-0.075045,0.235772
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.911111,-0.072772,0.232047
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.916667,-0.070121,0.228482
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.922222,-0.067114,0.225086
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.927778,-0.063772,0.221868
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.933333,-0.060119,0.218835
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.938889,-0.056175,0.215997
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.944444,-0.051964,0.213361
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.950000,-0.047508,0.210936
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.955556,-0.042828,0.208731
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.961111,-0.037947,0.206753
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.966667,-0.032886,0.205012
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.972222,-0.027669,0.203516
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.977778,-0.022316,0.202273
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.983333,-0.016851,0.201291
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.988889,-0.011295,0.200579
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,0.994444,-0.005671,0.200146
type-ii-crossing-rocking,Fig. 10(b),beta=0.25 type ii,Type II: centreline crossing,Digitized from Fig. 10(b): Y/d crosses zero; theta rocks and reverses each half-period.,#dc2626,1.000000,0.000000,0.200000
